Edrude_ind 		 Edrude_dhf
     -0.00005762      -0.00000314
     -0.00007345      -0.00000356
     -0.00053509      -0.00005873
     -0.00081863      -0.00012097
     -0.00039836       0.00002707
     -0.00017512      -0.00001082
     -0.00045535      -0.00003630
     -0.00026057      -0.00003318
     -0.00019617      -0.00000355
     -0.00008496      -0.00000325
     -0.00053496      -0.00001112
     -0.00014818      -0.00001251
     -0.00025364      -0.00004614
     -0.00018822       0.00001386
     -0.00172939      -0.00011702
     -0.00042524      -0.00001458
     -0.00046361      -0.00007147
     -0.00036060      -0.00002783
     -0.00017255       0.00002501
     -0.00006729       0.00000517
     -0.00060061      -0.00006773
     -0.00005850       0.00000355
     -0.00024839      -0.00003895
     -0.00096322      -0.00017495
     -0.00030002      -0.00002521
     -0.00012516      -0.00000382
     -0.00013540       0.00000649
     -0.00110118       0.00010474
     -0.00022360      -0.00001568
     -0.00028617       0.00002506
     -0.00020130       0.00002293
     -0.00018036       0.00001458
     -0.00116528      -0.00023262
     -0.00009401       0.00000845
     -0.00085275      -0.00005139
     -0.00060833       0.00007524
     -0.00006923      -0.00000013
     -0.00012914       0.00000570
     -0.00020335      -0.00000742
     -0.00024311      -0.00001662
     -0.00034193      -0.00003933
     -0.00029019       0.00003209
     -0.00011046      -0.00000228
     -0.00022193      -0.00002651
     -0.00015742       0.00001848
     -0.00027602      -0.00001025
     -0.00096586      -0.00015152
     -0.00062101       0.00010397
     -0.00043987       0.00001981
     -0.00082257       0.00010285
     -0.00042552       0.00005470
     -0.00015606       0.00001045
     -0.00021764       0.00000183
     -0.00039030      -0.00002973
     -0.00005254      -0.00000106
     -0.00017228       0.00000476
     -0.00008683      -0.00000468
     -0.00014565      -0.00001774
     -0.00037673       0.00003577
     -0.00012352       0.00001307
     -0.00035629      -0.00002331
     -0.00011468      -0.00000274
     -0.00007423      -0.00000015
     -0.00045025       0.00005535
     -0.00006709       0.00000002
     -0.00007367       0.00000468
     -0.00082893       0.00007291
     -0.00017310       0.00000846
     -0.00009501       0.00000236
     -0.00024821      -0.00004192
     -0.00084873      -0.00013512
     -0.00036992       0.00005975
     -0.00134389       0.00008754
     -0.00123371      -0.00011139
     -0.00099959      -0.00002446
     -0.00047446       0.00002208
     -0.00020662      -0.00001999
     -0.00010006      -0.00001213
     -0.00007345       0.00000264
     -0.00011439       0.00000055
     -0.00019590       0.00000721
     -0.00036974       0.00003721
     -0.00018984      -0.00000763
     -0.00131621       0.00016268
     -0.00033975      -0.00002167
     -0.00032140      -0.00006217
     -0.00023459      -0.00000992
     -0.00013389       0.00000449
     -0.00028505      -0.00002934
     -0.00028834       0.00001512
     -0.00024755      -0.00002700
     -0.00013608      -0.00001130
     -0.00006055       0.00000004
     -0.00059096      -0.00013023
     -0.00005557      -0.00000029
     -0.00060442       0.00002672
     -0.00056276       0.00000211
     -0.00029062      -0.00003228
     -0.00012211       0.00000661
     -0.00009768       0.00000005
     -0.00067391       0.00005773
     -0.00011774       0.00000315
     -0.00021321      -0.00000297
     -0.00049561      -0.00007243
     -0.00016691       0.00000751
     -0.00010106       0.00000776
     -0.00033329       0.00004042
     -0.00081601       0.00005684
     -0.00004636       0.00000081
     -0.00020649       0.00000756
     -0.00059898      -0.00010719
     -0.00041248      -0.00005125
     -0.00009839      -0.00000384
     -0.00033398      -0.00002453
     -0.00019627      -0.00000718
     -0.00012062      -0.00000221
     -0.00012993      -0.00001047
     -0.00013264       0.00001269
     -0.00005662      -0.00000149
     -0.00027143       0.00002232
     -0.00030771      -0.00001818
     -0.00011752      -0.00001452
     -0.00006058       0.00000388
     -0.00040038      -0.00006185
     -0.00026520       0.00000901
     -0.00032995       0.00000846
     -0.00019634      -0.00002526
     -0.00024893       0.00001997
     -0.00081356      -0.00016805
     -0.00048923      -0.00008005
     -0.00010277      -0.00000326
     -0.00016971       0.00001405
     -0.00057427      -0.00007031
     -0.00038360       0.00003172
     -0.00016855      -0.00000188
     -0.00021285      -0.00001292
     -0.00076877      -0.00012975
     -0.00005577       0.00000158
     -0.00017890       0.00000447
     -0.00106960      -0.00008803
     -0.00009806       0.00000749
     -0.00007219      -0.00000469
     -0.00009201      -0.00000944
     -0.00016526      -0.00001055
     -0.00064772      -0.00000051
     -0.00054924      -0.00008379
     -0.00066357      -0.00000734
     -0.00278234      -0.00037135
     -0.00015241      -0.00001209
     -0.00011837       0.00000182
     -0.00031725      -0.00004612
     -0.00016223      -0.00001793
     -0.00012189       0.00000165
     -0.00015035       0.00002176
     -0.00028797      -0.00001290
     -0.00092333      -0.00000446
     -0.00089365      -0.00003119
     -0.00051019      -0.00008299
     -0.00074320       0.00008327
     -0.00028602      -0.00001502
     -0.00028627       0.00002972
     -0.00020947      -0.00002506
     -0.00025426      -0.00000825
     -0.00038614      -0.00005024
     -0.00007037      -0.00000057
     -0.00070691      -0.00010138
     -0.00010343       0.00001032
     -0.00016932      -0.00000057
     -0.00020552      -0.00003497
     -0.00026962      -0.00000888
     -0.00041466       0.00004049
     -0.00017513       0.00001301
     -0.00006144       0.00000170
     -0.00024410      -0.00000164
     -0.00066606      -0.00009125
     -0.00023309       0.00000199
     -0.00006380       0.00000062
     -0.00028575      -0.00005494
     -0.00016604      -0.00001128
     -0.00035972       0.00005493
     -0.00033234      -0.00004204
     -0.00066862      -0.00004296
     -0.00012631       0.00000711
     -0.00117368      -0.00011908
     -0.00228880       0.00021278
     -0.00014644       0.00000254
     -0.00010049       0.00000826
     -0.00070803      -0.00009712
     -0.00056342       0.00007790
     -0.00006916       0.00000378
     -0.00023097      -0.00001246
     -0.00041935       0.00003234
     -0.00040583      -0.00005473
     -0.00017276      -0.00001434
     -0.00059030      -0.00000739
     -0.00084470      -0.00013487
     -0.00005873       0.00000020
     -0.00036452       0.00001705
     -0.00014850      -0.00000900
     -0.00008979       0.00000144
     -0.00061010       0.00008029
     -0.00004917       0.00000049
     -0.00048793      -0.00002005
     -0.00109822       0.00005515
     -0.00007135       0.00000222
     -0.00010886       0.00000200
     -0.00205413       0.00030068
     -0.00008285       0.00000704
     -0.00015440      -0.00000378
     -0.00022265      -0.00003005
     -0.00007452       0.00000446
     -0.00007454       0.00000330
     -0.00040568       0.00004515
     -0.00020875       0.00002556
     -0.00005627      -0.00000183
     -0.00132909      -0.00032070
     -0.00150170       0.00015003
     -0.00125176      -0.00003168
     -0.00008005       0.00000040
     -0.00010547      -0.00000013
     -0.00016507      -0.00000748
     -0.00024023       0.00002396
     -0.00014138       0.00001595
     -0.00026607      -0.00002965
     -0.00015928       0.00001531
     -0.00036392      -0.00001739
     -0.00157261      -0.00020268
     -0.00005409       0.00000082
     -0.00020578      -0.00000047
     -0.00028453       0.00004211
     -0.00049143      -0.00000852
     -0.00011447      -0.00000399
     -0.00019674      -0.00000920
     -0.00006458       0.00000397
     -0.00074421       0.00006066
     -0.00010615      -0.00000839
     -0.00022364      -0.00001544
